21.5981	1.08976
6.95531	3.73572
13.1239	4.33063
7.67507	-4.19549
48.95	2.64407
49.2329	0.792194
10.4803	5.46488
8.8948	5.05998
18.2184	5.36644
27.9498	1.42725
20.0405	-2.54946
30.4037	2.83488
9.2907	-3.30291
37.8236	1.59225
24.6254	3.33958
31.1507	-2.166
28.8731	3.33671
28.2779	-0.197253
37.2588	-1.44931
25.4871	-2.31257
31.5737	-0.243691
29.0967	3.26175
45.221	-0.484094
39.522	-1.21894
6.142	-4.32357
1.69722	0.125963
4.65587	-3.57716
47.0262	2.54009
23.026	3.63153
36.8344	1.75322
25.5591	0.974487
12.2129	-4.55286
26.2433	1.61612
19.0801	3.21508
16.472	-4.10994
31.2834	0.120396
27.2563	3.87858
45.7374	3.52104
18.9779	3.7508
32.4882	1.25655
24.041	2.67551
38.7945	0.114581
27.2039	3.84326
7.18532	4.01916
27.8585	-0.552553
35.1097	3.58686
11.0376	0.810919
0.716449	3.32692
12.8065	5.20621
43.7685	2.69981
13.6384	-4.62586
10.7978	-3.36206
8.54823	4.65664
7.21529	-4.11668
38.4277	1.48233
38.2462	3.03115
6.6378	5.69249
30.0224	-0.5841
40.6471	1.90443
45.0591	-1.26635
43.9389	2.4581
9.80796	-4.79557
8.43131	3.63195
4.38053	2.79147
19.3745	4.23142
13.9007	4.37488
40.6598	3.6562
8.82766	6.38778
18.05	5.89819
40.1437	1.96093
35.9473	-0.0480546
18.1854	4.87276
4.14018	-3.80815
5.55073	5.63574
32.9603	1.35593
42.1508	1.63696
0.960994	1.80044
36.0708	2.5881
25.0776	2.21134
27.8578	0.747767
31.1324	3.4895
42.1093	1.6994
26.8283	1.40522
17.248	3.53783
45.242	1.53878
15.2606	5.1404
45.2164	5.70786
34.7595	4.40842
31.9039	-1.91538
48.2223	3.19827
15.5691	4.79507
22.9709	-1.47949
35.2852	2.08715
39.1915	-0.822106
3.69636	3.78006
20.8314	4.67448
46.5288	4.54907
22.8438	-2.55708
31.1396	3.28542
1.87181	-1.15932
0.154156	-2.48366
34.9129	2.74746
37.4844	-1.42415
31.4901	3.41706
16.0004	4.10381
32.2577	-2.2193
2.85175	2.50932
44.4636	1.66867
49.1102	2.85722
19.1452	5.1806
4.52551	2.73317
43.7699	4.01331
9.57259	4.93806
18.0054	3.02751
14.0664	4.29383
19.9031	3.22541
43.4066	2.56684
37.5279	-1.16351
17.4837	3.61431
14.7069	4.57196
19.8092	1.52048
34.4455	0.369164
16.6643	4.59847
25.0847	3.54925
3.00496	3.59576
0.688703	0.435002
1.58214	3.86864
19.9401	3.51669
33.5945	3.80657
40.5734	0.396095
0.2033	1.86345
47.3957	1.52361
25.6941	2.05485
3.83621	1.51765
32.1257	1.27591
6.56388	-4.45971
12.822	-3.69263
8.16512	3.97032
3.20523	2.2289
27.3254	0.152335
20.6672	0.854626
43.4967	2.08212
36.9437	-1.90845
44.6724	1.15266
5.31723	4.49784
36.3349	0.285373
39.4456	2.66358
2.53709	3.87737
31.9207	-0.618085
38.7398	2.00315
17.3314	4.88393
25.2205	0.888546
9.04056	-4.39013
34.2539	1.92932
34.2809	4.78652
27.8971	1.23555
39.7594	0.487252
46.7246	-1.79175
44.3043	1.87821
39.0773	-1.01645
36.7966	4.84247
15.6841	-3.32153
20.7965	-1.73022
38.1016	0.203789
40.8187	2.66053
2.94095	3.38792
19.1825	4.30851
26.6421	3.40211
15.8699	3.32652
21.7233	4.20195
32.2806	-2.11498
13.1639	5.43153
10.4356	5.14968
39.0492	2.05136
19.1148	3.90089
2.53793	-3.48908
18.0121	3.74712
49.1351	2.26376
47.6658	2.8164
5.05825	4.25375
48.317	-0.0257097
15.6655	-3.20138
37.1513	2.46701
2.06927	-3.23506
42.1248	1.60948
34.8467	-1.87086
23.4812	4.18127
47.6283	0.496661
34.5113	2.86684
43.6319	1.94514
22.677	3.94162
48.0732	2.59623
45.548	3.84393
33.2585	3.54837
23.5566	4.00533
39.0253	0.303077
12.1654	5.63737
44.9183	2.67851
40.4777	2.72562
49.4282	0.787883
10.0197	4.30688
18.4427	4.335
10.1193	3.7597
15.2228	6.50448
8.74608	-3.04966
39.3156	2.2584
2.4558	2.42417
1.16824	-0.456926
49.6722	-3.04658
48.0174	2.01865
31.9576	0.711232
33.4033	1.65398
32.6596	-1.93289
44.6585	2.8476
45.4913	4.13602
40.641	2.04254
46.3188	0.518382
39.2229	5.48715
35.0117	1.51059
16.0749	-3.65483
5.43336	4.93554
5.89292	4.52902
10.8028	-4.55941
16.8698	3.26251
37.5562	2.36493
15.6264	4.85897
21.5758	-1.32777
28.2557	3.3296
0.643945	1.54563
33.7484	2.11877
9.23354	5.65017
24.6466	3.3862
31.4691	1.17265
22.8358	2.72438
23.2037	-1.97735
46.649	-1.86796
44.1529	-1.05275
28.7218	-0.450789
47.1183	2.52956
12.1017	-3.45456
22.8715	4.48884
26.0462	2.76914
11.388	4.95784
3.52094	-2.04965
0.367194	3.3464
38.9431	2.71064
47.7936	2.36484
37.8325	1.81458
49.2265	2.90472
39.7229	1.36762
25.235	-1.33497
1.39248	0.195668
25.5032	2.73214
26.3799	-0.95682
13.1794	5.17498
27.5277	1.0281
39.8383	0.408891
24.065	3.8915
28.5439	3.27918
28.7366	-1.79484
16.4616	3.92085
19.8988	4.6207
35.905	3.11572
36.5282	2.59327
21.225	4.06538
38.8021	0.747673
0.119643	3.66901
10.5974	4.91769
14.3327	5.18173
18.3797	2.17292
49.8869	-0.464198
32.3118	2.98562
41.1936	2.70686
11.9756	-3.65481
13.8617	5.685
33.7749	3.54993
2.80958	3.61111
19.6961	1.70572
47.4188	3.09781
10.0978	4.82744
45.7991	2.07771
32.2628	3.31657
30.8404	1.05128
48.5566	-0.802564
19.1738	4.50141
34.015	-0.207604
19.276	3.29048
10.9862	4.67487
13.4295	3.82843
6.86937	-0.642762
44.8061	-2.14954
21.4981	3.27038
45.7002	2.51053
3.74646	1.98648
12.0619	5.46507
29.1186	3.52347
8.08775	6.01658
48.1678	2.55303
46.6159	1.80401
28.7552	3.63902
23.6571	2.6497
47.8647	2.16303
34.2427	3.99138
40.835	1.5363
17.9781	-1.7069
24.0232	-0.991805
37.0449	0.265505
0.622776	3.27562
46.4023	2.65582
37.6822	3.12877
39.8612	2.15063
21.7104	0.756815
17.6971	3.75247
22.7175	0.549089
32.1685	3.46496
4.02924	4.53144
42.6636	1.55356
15.1928	5.63301
45.8713	4.17045
4.72437	2.63845
21.5493	1.30934
31.1474	3.64208
18.0351	2.97098
27.54	4.77735
17.0654	4.26222
41.7933	2.35302
20.0193	4.25713
37.217	1.76505
36.9419	1.96765
3.55327	5.67768
35.7794	3.63442
25.9553	2.19882
9.03197	-3.32051
38.46	-0.0264968
7.56728	3.12292
7.12078	-4.24902
46.6234	2.78619
10.8172	3.63205
14.4537	4.29358
18.6269	2.85087
25.2802	1.60209
45.226	3.2333
2.84686	3.72275
36.9812	2.50429
35.57	-1.87685
36.3642	2.07283
14.0407	4.1431
23.933	2.14796
8.87952	4.78735
1.95677	4.86485
44.2952	4.51524
1.05726	1.8889
34.0456	3.04912
1.45512	3.30018
20.1934	0.44721
25.6782	3.32291
1.36523	4.43007
18.0962	2.9539
34.8647	1.91459
39.4731	2.20339
22.4768	-0.774311
4.2574	4.50478
49.0699	3.54961
24.982	0.971152
1.79829	3.03071
33.6117	1.95251
11.2725	5.58033
9.00265	-1.97607
2.83995	-3.34106
45.1043	1.02698
32.8168	2.66422
8.90864	0.326209
49.9915	2.68863
43.3694	3.15291
25.8598	2.00345
17.6721	3.12774
27.3309	1.98527
38.627	2.02482
12.9591	4.9676
5.31609	3.28305
35.9769	2.71268
25.5715	1.89627
38.2449	2.71472
34.3995	2.32868
4.34285	3.04815
1.0912	1.62935
26.5639	0.593737
17.0295	3.82917
48.4036	2.70246
16.1449	2.64873
48.7533	2.98865
33.8627	3.73002
8.64239	5.08964
9.05896	5.01814
1.73374	-3.29377
20.1811	-3.36798
11.7744	5.58265
38.101	3.84679
36.6987	3.10645
33.9769	2.00534
36.3522	3.17
45.5175	0.30306
35.252	-0.526871
2.38984	-0.267918
27.6139	3.82303
34.4688	2.9246
37.4617	1.68217
6.39357	4.69968
31.7465	3.07527
36.3015	-0.707684
8.54406	-4.29852
1.84493	1.44133
28.5295	4.17236
34.662	1.54728
44.8302	-0.572087
20.0556	2.67134
20.0159	-3.44858
0.358541	0.477234
30.1108	-0.989773
48.6717	2.65003
41.0801	2.60045
2.14091	2.39345
30.5953	1.72833
35.9288	4.36122
35.1549	2.90715
0.747205	2.77024
40.6742	1.63008
35.1177	-0.296152
45.8982	3.54992
0.922816	-0.300023
35.8516	3.94473
5.20794	4.19433
8.06868	4.7548
0.940356	3.39654
34.8451	2.56987
32.8748	1.82467
17.9985	4.62469
32.1446	3.81535
20.0649	-2.2334
28.8311	3.44788
20.1716	-2.97373
37.0082	2.98235
10.124	3.59145
22.059	-1.03583
44.3402	0.398621
28.2503	3.69526
27.4216	2.25756
33.1012	4.01372
1.98911	1.94088
17.5287	3.65455
39.0208	1.41853
38.6754	3.14474
8.17623	-3.47395
23.2049	2.9467
7.98544	-2.92485
